Titulo,Descripcion,Categoria,Latitud,Longitud,fecha
41895,Vuelco-despistes,Motocicleta,-35,-58,2022-09-08
41896,Sin determinar,Motocicleta,-35,-58,2022-09-03
41897,Colisión vehículo-vehículo,Motocicleta,-38,-58,2022-09-12
41900,Sin determinar,Motocicleta,-35,-58,2022-09-24
41901,Vuelco-despistes,Sin determinar,-35,-58,2022-09-07
41902,Colisión vehículo-persona,Sin vehiculo,-38,-58,2022-09-11
41903,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-09-05
41904,Colisión vehículo-vehículo,Automóvil,-35,-59,2022-09-18
41907,Vuelco-despistes,Sin determinar,-35,-58,2022-09-30
41908,Vuelco-despistes,Sin determinar,-35,-59,2022-09-10
41912,Colisión vehículo-persona,Sin vehiculo,-39,-59,2022-09-22
41913,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-09-08
41914,Colisión vehículo-persona,Sin vehiculo,-38,-58,2022-09-10
41917,Colisión vehículo-vehículo,Automóvil,-35,-58,2022-09-25
41918,Vuelco-despistes,Automóvil,-35,-61,2022-09-04
41921,Colisión vehículo-vehículo,Camioneta,-34,-61,2022-09-01
41923,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-09-03
41925,Colisión vehículo-vehículo,Sin determinar,-35,-59,2022-09-21
41926,Colisión vehículo-objeto,Sin determinar,-35,-62,2022-09-22
41927,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-09-21
41928,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-09-26
41929,Vuelco-despistes,Sin determinar,-35,-59,2022-09-03
41930,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-09-17
41931,Colisión vehículo-vehículo,Motocicleta,-35,-61,2022-09-21
41932,Colisión vehículo-vehículo,Automóvil,-35,-59,2022-09-18
41933,Colisión vehículo-vehículo,Automóvil,-35,-58,2022-09-30
41934,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-09-20
41935,Colisión vehículo-persona,Sin vehiculo,-37,-57,2022-09-02
41936,Vuelco-despistes,Automóvil,-36,-60,2022-09-22
41937,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-09-23
41938,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-09-29
41939,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-09-28
41940,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-09-25
41941,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-09-27
41985,Colisión vehículo-vehículo,Automóvil,-37,-63,2022-10-24
41986,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-10-07
41987,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-10-12
41988,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-10-08
41989,Colisión vehículo-vehículo,Motocicleta,-35,-60,2022-10-14
41989,Colisión vehículo-vehículo,Motocicleta,-35,-60,2022-10-14
41990,Vuelco-despistes,Motocicleta,-35,-59,2022-10-04
41990,Vuelco-despistes,Motocicleta,-35,-59,2022-10-04
41991,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-10-15
41992,Colisión vehículo-vehículo,Motocicleta,-37,-60,2022-10-14
41993,Sin determinar,Tren,-35,-59,2022-10-03
41994,Sin determinar,Motocicleta,-35,-59,2022-10-21
41995,Colisión vehículo-persona,Sin vehiculo,-36,-58,2022-10-10
41996,Sin determinar,Sin determinar,-35,-58,2022-10-12
41997,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-10-20
41998,Colisión vehículo-vehículo,Automóvil,-34,-60,2022-10-30
41999,Vuelco-despistes,Sin determinar,-35,-58,2022-10-02
42000,Vuelco-despistes,Sin determinar,-35,-63,2022-10-29
42001,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-10-06
42002,Vuelco-despistes,Sin determinar,-38,-58,2022-10-26
42003,Colisión vehículo-vehículo,Motocicleta,-34,-61,2022-10-27
42005,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-10-03
42006,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-10-26
42007,Sin determinar,Sin determinar,-35,-59,2022-10-03
42008,Colisión vehículo-vehículo,Bicicleta,-35,-58,2022-10-20
42009,Sin determinar,Automóvil,-35,-59,2022-10-10
42010,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-10-21
42011,Sin determinar,Sin determinar,-35,-59,2022-10-20
42012,Vuelco-despistes,Sin determinar,-36,-58,2022-10-24
42013,Colisión vehículo-vehículo,Sin determinar,-37,-58,2022-10-01
42014,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-10-29
42015,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-10-12
42019,Sin determinar,Sin determinar,-37,-58,2022-10-08
42020,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-10-13
42022,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-10-03
42023,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-10-25
42026,Vuelco-despistes,Motocicleta,-35,-59,2022-10-23
42028,Sin determinar,Sin determinar,-35,-58,2022-10-04
42029,Vuelco-despistes,Automóvil,-34,-60,2022-10-03
42030,Vuelco-despistes,Automóvil,-34,-59,2022-10-08
42032,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-10-12
42033,Colisión vehículo-vehículo,Sin determinar,-34,-61,2022-10-14
42036,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-10-20
42037,Colisión vehículo-vehículo,Automóvil,-35,-59,2022-10-24
42039,Colisión vehículo-vehículo,Camión,-33,-60,2022-10-12
42041,Colisión vehículo-vehículo,Sin determinar,-38,-58,2022-10-03
42042,Sin determinar,Sin determinar,-35,-63,2022-10-22
42043,Vuelco-despistes,Motocicleta,-35,-59,2022-10-22
42044,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-10-21
42045,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-10-01
42046,Colisión vehículo-vehículo,Sin determinar,-34,-59,2022-10-30
42046,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-10-30
42047,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-10-22
42048,Vuelco-despistes,Camión,-38,-62,2022-10-05
42050,Vuelco-despistes,Sin determinar,-35,-58,2022-10-08
42051,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-10-04
42052,Colisión vehículo-vehículo,Sin determinar,-36,-63,2022-10-05
42053,Vuelco-despistes,Sin determinar,-35,-59,2022-10-06
42054,Colisión vehículo-vehículo,Ciclomotor,-35,-58,2022-10-06
42055,Colisión vehículo-vehículo,Motocicleta,-37,-62,2022-10-09
42056,Sin determinar,Motocicleta,-35,-59,2022-10-06
42058,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-10-12
42059,Vuelco-despistes,Ciclomotor,-35,-58,2022-10-04
42060,Sin determinar,Automóvil,-34,-60,2022-10-09
42061,Vuelco-despistes,Motocicleta,-35,-60,2022-10-02
42062,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-10-23
42063,Sin determinar,Motocicleta,-35,-58,2022-10-08
42065,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-10-03
42066,Colisión vehículo-vehículo,Automóvil,-35,-59,2022-10-08
42067,Sin determinar,Sin determinar,-35,-59,2022-10-11
42068,Sin determinar,Sin determinar,-35,-58,2022-10-20
42113,Vuelco-despistes,Sin determinar,-38,-57,2022-11-13
42114,Vuelco-despistes,Motocicleta,-35,-59,2022-11-20
42115,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-11-19
42117,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-11-14
42118,Colisión vehículo-vehículo,Motocicleta,-37,-57,2022-11-03
42120,Sin determinar,Sin determinar,-35,-58,2022-11-19
42120,Sin determinar,Sin determinar,-35,-58,2022-11-19
42122,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-11-05
42123,Colisión vehículo-vehículo,Sin determinar,-35,-59,2022-11-05
42126,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-11-19
42128,Colisión vehículo-vehículo,Automóvil,-35,-59,2022-11-18
42129,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-11-25
42130,Colisión vehículo-vehículo,Sin determinar,-36,-58,2022-11-12
42133,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-11-05
42135,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-11-05
42136,Colisión vehículo-vehículo,Sin determinar,-37,-60,2022-11-17
42138,Vuelco-despistes,Sin determinar,-35,-59,2022-11-20
42139,Colisión vehículo-vehículo,Sin determinar,-36,-62,2022-11-04
42140,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-11-27
42144,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-11-11
42145,Colisión vehículo-vehículo,Camioneta,-34,-59,2022-11-19
42146,Colisión vehículo-persona,Sin vehiculo,-38,-58,2022-11-14
42147,Sin determinar,Automóvil,-35,-57,2022-11-07
42148,Vuelco-despistes,Camioneta,-34,-59,2022-11-18
42149,Vuelco-despistes,Sin determinar,-34,-59,2022-11-04
42150,Sin determinar,Motocicleta,-35,-59,2022-11-11
42153,Vuelco-despistes,Sin determinar,-36,-60,2022-11-19
42154,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-11-15
42156,Sin determinar,Motocicleta,-35,-58,2022-11-20
42158,Colisión vehículo-vehículo,Bicicleta,-35,-59,2022-11-06
42159,Colisión vehículo-vehículo,Sin determinar,-36,-63,2022-11-13
42161,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-11-20
42161,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-11-20
42163,Vuelco-despistes,Sin determinar,-35,-62,2022-11-26
42164,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-11-10
42165,Vuelco-despistes,Sin determinar,-35,-58,2022-11-18
42166,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-11-22
42168,Colisión vehículo-vehículo,Sin determinar,-35,-59,2022-11-16
42169,Vuelco-despistes,Sin determinar,-35,-59,2022-11-04
42170,Colisión vehículo-vehículo,Motocicleta,-37,-60,2022-11-11
42171,Colisión vehículo-vehículo,Sin determinar,-34,-61,2022-11-27
42173,Sin determinar,Sin determinar,-33,-60,2022-11-19
42174,Colisión vehículo-objeto,Camioneta,-35,-59,2022-11-14
42175,Colisión vehículo-vehículo,Sin determinar,-38,-58,2022-11-21
42176,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-11-27
42177,Colisión vehículo-vehículo,Automóvil,-39,-60,2022-11-27
42177,Colisión vehículo-vehículo,Automóvil,-39,-60,2022-11-27
42178,Colisión vehículo-vehículo,Motocicleta,-39,-62,2022-11-05
42179,Colisión vehículo-vehículo,Sin determinar,-34,-59,2022-11-01
42180,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-11-05
42183,Colisión vehículo-vehículo,Camión,-33,-60,2022-11-10
42184,Colisión vehículo-persona,Sin vehiculo,-38,-58,2022-11-18
42186,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-11-06
42187,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-11-25
42188,Colisión vehículo-vehículo,Sin determinar,-35,-59,2022-11-11
42190,Vuelco-despistes,Sin determinar,-39,-59,2022-11-30
42192,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-11-22
42195,Colisión vehículo-objeto,Automóvil,-35,-59,2022-11-12
42196,Vuelco-despistes,Motocicleta,-35,-58,2022-11-12
42198,Vuelco-despistes,Sin determinar,-38,-60,2022-11-26
42200,Sin determinar,Sin determinar,-35,-58,2022-11-04
42201,Colisión vehículo-vehículo,Sin determinar,-39,-62,2022-11-04
42242,Colisión vehículo-vehículo,Automóvil,-35,-63,2022-12-07
42244,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-12-22
42244,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-12-22
42245,Sin determinar,Motocicleta,-35,-58,2022-12-06
42246,Vuelco-despistes,Sin determinar,-37,-59,2022-12-05
42247,Colisión vehículo-vehículo,Camioneta,-35,-59,2022-12-03
42248,Colisión vehículo-vehículo,Camioneta,-37,-62,2022-12-29
42249,Colisión vehículo-objeto,Camión,-33,-60,2022-12-03
42250,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-12-08
42251,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-12-03
42252,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-12-07
42253,Colisión vehículo-vehículo,Motocicleta,-37,-60,2022-12-18
42254,Vuelco-despistes,Automóvil,-35,-63,2022-12-25
42255,Sin determinar,Sin determinar,-35,-58,2022-12-12
42256,Colisión vehículo-vehículo,Motocicleta,-37,-60,2022-12-28
42259,Vuelco-despistes,Sin determinar,-35,-59,2022-12-25
42260,Colisión vehículo-vehículo,Sin determinar,-37,-57,2022-12-03
42261,Colisión vehículo-vehículo,Camioneta,-35,-59,2022-12-14
42262,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-12-27
42263,Colisión vehículo-vehículo,Sin determinar,-38,-58,2022-12-26
42264,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-12-03
42265,Colisión vehículo-objeto,Automóvil,-35,-58,2022-12-12
42266,Colisión vehículo-vehículo,Sin determinar,-37,-57,2022-12-10
42267,Sin determinar,Motocicleta,-34,-59,2022-12-22
42268,Sin determinar,Sin determinar,-35,-59,2022-12-01
42269,Colisión vehículo-vehículo,Automóvil,-35,-60,2022-12-23
42270,Colisión vehículo-vehículo,Sin determinar,-35,-60,2022-12-15
42273,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-12-07
42274,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-12-18
42275,Vuelco-despistes,Sin determinar,-35,-61,2022-12-12
42276,Colisión vehículo-vehículo,Sin determinar,-34,-60,2022-12-30
42277,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-12-19
42278,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-12-28
42279,Sin determinar,Motocicleta,-35,-59,2022-12-05
42280,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-12-24
42281,Sin determinar,Sin determinar,-34,-61,2022-12-25
42283,Vuelco-despistes,Sin determinar,-37,-59,2022-12-27
42284,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-12-05
42285,Vuelco-despistes,Camioneta,-37,-59,2022-12-23
42286,Colisión vehículo-persona,Sin vehiculo,-38,-58,2022-12-15
42287,Colisión vehículo-vehículo,Motocicleta,-34,-60,2022-12-21
42288,Colisión vehículo-vehículo,Camioneta,-34,-60,2022-12-30
42289,Colisión vehículo-vehículo,Automóvil,-35,-62,2022-12-21
42290,Vuelco-despistes,Automóvil,-35,-61,2022-12-21
42291,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-12-04
42292,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-12-22
42294,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-12-13
42295,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-12-17
42296,Vuelco-despistes,Automóvil,-34,-61,2022-12-08
42297,Colisión vehículo-vehículo,Sin determinar,-37,-59,2022-12-15
42298,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-12-04
42299,Colisión vehículo-persona,Sin vehiculo,-38,-58,2022-12-07
42300,Vuelco-despistes,Automóvil,-38,-62,2022-12-26
42302,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-12-04
42303,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-12-20
42304,Vuelco-despistes,Sin determinar,-35,-58,2022-12-18
42305,Colisión vehículo-vehículo,Motocicleta,-34,-60,2022-12-17
42306,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-12-02
42308,Colisión vehículo-persona,Sin vehiculo,-35,-62,2022-12-04
42309,Vuelco-despistes,Motocicleta,-35,-58,2022-12-25
42312,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-12-13
42313,Vuelco-despistes,Sin determinar,-35,-61,2022-12-12
42314,Vuelco-despistes,Automóvil,-35,-59,2022-12-21
42316,Colisión vehículo-objeto,Motocicleta,-35,-61,2022-12-03
42317,Colisión vehículo-vehículo,Motocicleta,-37,-60,2022-12-09
42320,Vuelco-despistes,Motocicleta,-35,-58,2022-12-18
42321,Colisión vehículo-vehículo,Automóvil,-33,-60,2022-12-28
42322,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-12-23
42325,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-12-24
42326,Colisión vehículo-objeto,Automóvil,-35,-58,2022-12-22
42327,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-12-19
42334,Colisión vehículo-vehículo,Automóvil,-35,-58,2022-12-18
42338,Colisión vehículo-vehículo,Sin determinar,-38,-57,2022-12-29
42339,Colisión vehículo-vehículo,Automóvil,-35,-62,2022-12-18
42339,Colisión vehículo-vehículo,Sin determinar,-35,-62,2022-12-18
42340,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-12-30
42368,Colisión vehículo-vehículo,Motocicleta,-32,-69,2022-12-13
42369,Colisión vehículo-persona,Sin vehiculo,-32,-68,2022-12-31
42374,Colisión vehículo-vehículo,Bicicleta,-32,-69,2022-12-17
42375,Colisión vehículo-vehículo,Motocicleta,-32,-68,2022-12-11
42383,Vuelco-despistes,Motocicleta,-32,-68,2022-09-20
42384,Vuelco-despistes,Motocicleta,-32,-69,2022-09-26
42386,Colisión vehículo-vehículo,Automóvil,-32,-69,2022-09-09
42386,Colisión vehículo-vehículo,Camioneta,-32,-69,2022-09-09
42386,Colisión vehículo-vehículo,Automóvil,-32,-69,2022-09-09
42387,Colisión vehículo-vehículo,Motocicleta,-32,-69,2022-09-26
42390,Colisión vehículo-vehículo,Bicicleta,-32,-62,2022-11-28
42410,Caída del ocupante,Motocicleta,-29,-67,2022-10-10
42414,Colisión vehículo-vehículo,Motocicleta,-33,-66,2022-10-08
42415,Colisión vehículo-vehículo,Bicicleta,-33,-66,2022-10-17
42416,Colisión vehículo-objeto,Automóvil,-33,-66,2022-10-22
42424,Colisión vehículo-objeto,Automóvil,-33,-66,2022-11-11
42425,Colisión vehículo-objeto,Motocicleta,-33,-66,2022-11-05
42427,Colisión vehículo-objeto,Camioneta,-33,-65,2022-11-24
42437,Vuelco-despistes,Motocicleta,-27,-55,2022-11-06
42581,Colisión vehículo-objeto,Motocicleta,-33,-66,2022-12-31
42582,Colisión vehículo-vehículo,Motocicleta,-33,-66,2022-12-09
42583,Vuelco-despistes,Motocicleta,-34,-65,2022-12-18
42735,Vuelco-despistes,Motocicleta,-26,-55,2022-10-30
43116,Sin determinar,Camioneta,-35,-59,2022-03-09
43117,Sin determinar,Ciclomotor,-34,-59,2022-03-15
43118,Sin determinar,Sin determinar,-35,-58,2022-03-19
43119,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-03-01
43120,Sin determinar,Sin determinar,-33,-60,2022-03-26
43121,Colisión vehículo-vehículo,Ciclomotor,-39,-62,2022-03-01
43122,Sin determinar,Sin determinar,-35,-58,2022-03-14
43122,Sin determinar,Sin determinar,-35,-58,2022-03-14
43123,Colisión vehículo-objeto,Sin determinar,-35,-59,2022-03-28
43124,Sin determinar,Tren,-34,-59,2022-03-12
43125,Sin determinar,Automóvil,-38,-59,2022-03-20
43126,Colisión vehículo-vehículo,Ciclomotor,-35,-59,2022-03-18
43127,Colisión vehículo-vehículo,Motocicleta,-37,-60,2022-03-05
43128,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-03-16
43131,Colisión vehículo-vehículo,Sin determinar,-35,-59,2022-03-12
43132,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-03-13
43133,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-03-10
43134,Colisión vehículo-vehículo,Ciclomotor,-35,-58,2022-03-18
43135,Vuelco-despistes,Automóvil,-38,-58,2022-03-15
43137,Vuelco-despistes,Motocicleta,-34,-61,2022-03-13
43138,Colisión vehículo-vehículo,Camioneta,-36,-62,2022-03-19
43139,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-03-28
43141,Sin determinar,Sin determinar,-35,-58,2022-03-27
43143,Colisión vehículo-vehículo,Motocicleta,-37,-60,2022-03-05
43144,Sin determinar,Automóvil,-35,-62,2022-03-08
43145,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-03-30
43146,Sin determinar,Camioneta,-35,-62,2022-03-08
43147,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-03-27
43148,Colisión vehículo-vehículo,Ciclomotor,-35,-58,2022-03-01
43149,Sin determinar,Sin determinar,-34,-59,2022-03-09
43150,Sin determinar,Motocicleta,-35,-59,2022-03-11
43156,Vuelco-despistes,Ciclomotor,-35,-61,2022-03-27
43157,Colisión vehículo-vehículo,Camioneta,-35,-62,2022-03-08
43157,Colisión vehículo-vehículo,Camioneta,-35,-62,2022-03-08
43157,Colisión vehículo-vehículo,Sin determinar,-35,-62,2022-03-08
43157,Colisión vehículo-vehículo,Camioneta,-35,-62,2022-03-08
43157,Colisión vehículo-vehículo,Sin determinar,-35,-62,2022-03-08
43158,Sin determinar,Sin determinar,-35,-60,2022-03-09
43159,Colisión vehículo-vehículo,Ciclomotor,-35,-59,2022-03-22
43160,Sin determinar,Camión,-35,-59,2022-03-25
43161,Sin determinar,Sin determinar,-35,-59,2022-03-15
43163,Vuelco-despistes,Automóvil,-37,-62,2022-03-07
43164,Colisión vehículo-vehículo,Automóvil,-37,-62,2022-03-06
43165,Colisión vehículo-vehículo,Ciclomotor,-35,-59,2022-03-02
43166,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-03-27
43168,Colisión vehículo-vehículo,Motocicleta,-35,-60,2022-03-07
43169,Sin determinar,Tren,-35,-58,2022-03-20
43170,Colisión vehículo-vehículo,Automóvil,-35,-60,2022-03-31
43170,Colisión vehículo-vehículo,Automóvil,-35,-60,2022-03-31
43171,Colisión vehículo-vehículo,Automóvil,-38,-59,2022-03-20
43172,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-03-26
43173,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-03-19
43174,Colisión vehículo-persona,Sin vehiculo,-37,-58,2022-03-17
43175,Sin determinar,Motocicleta,-35,-58,2022-03-17
43178,Sin determinar,Motocicleta,-35,-58,2022-03-18
43179,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-03-25
43183,Colisión vehículo-vehículo,Automóvil,-35,-59,2022-03-17
43184,Sin determinar,Sin determinar,-35,-59,2022-03-25
43185,Colisión vehículo-persona,Sin vehiculo,-36,-63,2022-03-09
43186,Colisión vehículo-objeto,Automóvil,-35,-59,2022-03-03
43187,Colisión vehículo-vehículo,Camión,-35,-58,2022-03-11
43188,Colisión vehículo-vehículo,Ciclomotor,-36,-61,2022-03-25
43190,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-03-31
43192,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-03-27
43193,Colisión vehículo-vehículo,Automóvil,-36,-58,2022-03-03
43195,Colisión vehículo-vehículo,Motocicleta,-36,-62,2022-03-12
43196,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-03-26
43197,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-03-01
43198,Sin determinar,Motocicleta,-35,-58,2022-03-07
43199,Colisión vehículo-vehículo,Motocicleta,-39,-62,2022-03-28
43200,Vuelco-despistes,Automóvil,-35,-58,2022-03-27
43201,Colisión vehículo-vehículo,Camioneta,-35,-58,2022-03-26
43202,Sin determinar,Sin determinar,-35,-61,2022-03-03
43204,Sin determinar,Sin determinar,-35,-59,2022-03-22
43205,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-03-07
43206,Sin determinar,Sin determinar,-35,-58,2022-03-11
43207,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-03-28
43211,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-03-31
43212,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-03-22
43213,Colisión vehículo-vehículo,Automóvil,-35,-58,2022-03-14
43215,Colisión vehículo-vehículo,Motocicleta,-39,-62,2022-03-21
43216,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-03-19
43217,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-03-28
43218,Sin determinar,Sin determinar,-35,-60,2022-03-23
43219,Colisión vehículo-persona,Sin vehiculo,-37,-59,2022-03-09
43220,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-03-27
43223,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-03-14
43224,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-03-05
43225,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-03-15
43226,Sin determinar,Sin determinar,-35,-59,2022-03-18
43227,Colisión vehículo-persona,Sin vehiculo,-35,-61,2022-03-04
43558,Colisión vehículo-vehículo,Ciclomotor,-34,-59,2022-04-24
43561,Colisión vehículo-vehículo,Bicicleta,-39,-62,2022-04-04
43562,Colisión vehículo-vehículo,Sin determinar,-38,-58,2022-04-13
43563,Colisión vehículo-vehículo,Camión,-34,-59,2022-04-25
43564,Colisión vehículo-persona,Sin vehiculo,-41,-63,2022-04-21
43566,Colisión vehículo-vehículo,Camión,-33,-60,2022-04-21
43567,Colisión vehículo-vehículo,Automóvil,-35,-59,2022-04-18
43568,Sin determinar,Sin vehiculo,-35,-58,2022-04-04
43569,Vuelco-despistes,Ciclomotor,-35,-59,2022-04-02
43570,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-04-08
43571,Colisión vehículo-vehículo,Bicicleta,-39,-62,2022-04-05
43573,Colisión vehículo-objeto,Bicicleta,-35,-58,2022-04-01
43574,Sin determinar,Sin vehiculo,-35,-59,2022-04-26
43575,Colisión vehículo-persona,Sin vehiculo,-38,-58,2022-04-29
43576,Vuelco-despistes,Automóvil,-36,-58,2022-04-02
43577,Colisión vehículo-vehículo,Automóvil,-35,-58,2022-04-30
43579,Sin determinar,Sin determinar,-35,-58,2022-04-07
43580,Sin determinar,Sin vehiculo,-35,-58,2022-04-10
43582,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-04-27
43584,Colisión vehículo-vehículo,Ciclomotor,-36,-59,2022-04-09
43585,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-04-01
43586,Vuelco-despistes,Automóvil,-34,-61,2022-04-21
43588,Sin determinar,Sin determinar,-35,-58,2022-04-06
43589,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-04-06
43590,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-04-16
43591,Vuelco-despistes,Ciclomotor,-36,-60,2022-04-17
43592,Colisión vehículo-vehículo,Motocicleta,-35,-60,2022-04-22
43593,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-04-07
43594,Colisión vehículo-vehículo,Ciclomotor,-34,-59,2022-04-24
43595,Colisión vehículo-vehículo,Bicicleta,-39,-62,2022-04-13
43596,Sin determinar,Sin vehiculo,-35,-59,2022-04-09
43597,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-04-06
43598,Sin determinar,Sin vehiculo,-35,-58,2022-04-29
43599,Colisión vehículo-vehículo,Automóvil,-35,-58,2022-04-06
43600,Colisión vehículo-vehículo,Ciclomotor,-36,-61,2022-04-17
43601,Colisión vehículo-vehículo,Motocicleta,-37,-60,2022-04-09
43602,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-04-14
43604,Colisión vehículo-vehículo,Sin determinar,-35,-59,2022-04-01
43605,Colisión vehículo-vehículo,Camión,-39,-59,2022-04-06
43607,Sin determinar,Sin determinar,-35,-59,2022-04-27
43608,Colisión vehículo-vehículo,Motocicleta,-34,-60,2022-04-28
43609,Vuelco-despistes,Automóvil,-35,-59,2022-04-18
